FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CREATESPACE,MISCELLANEOUS PUBLISHING AND PRINTING,7/9/2014,3.59
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HARD ROCK SAN ANTONIO R,EATING PLACES RESTAURANTS,7/9/2014,16.35
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT GRAND CONV CTR F AND B,EATING PLACES RESTAURANTS,7/9/2014,10.25
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,7/9/2014,280.07
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WILMINGTON BLUE ROCKS LP,ATHLTIC FIELDS COMMRCL SPRT SPRT CLBS SPRT PROMOTR,7/9/2014,355
2015,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,COL PRKNG JSTCE CTR Q08,AUTOMOBILE PARKING LOTS AND GARAGES,7/9/2014,11
2015,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,7/9/2014,1689.98
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,9 TASTES,EATING PLACES RESTAURANTS,7/10/2014,25.15
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,7/10/2014,203.94
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CAMBRIDGE 1,EATING PLACES RESTAURANTS,7/10/2014,24.4
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CONFERENCE CENTERS,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,7/10/2014,45
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CONFERENCE CENTERS,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,7/10/2014,80
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LUCIANO ON THE RIVER,FAST FOOD RESTAURANTS,7/10/2014,22.52
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MOKARA OSTRA RESTAURAN,EATING PLACES RESTAURANTS,7/10/2014,36
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WHATABURGER 1025,FAST FOOD RESTAURANTS,7/10/2014,6.48
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CONFERENCE CENTERS,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,7/11/2014,150
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PA ASSN FOR COLLEGE ADMIS,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,7/11/2014,425
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PMI BWI AIRPORT PARKNG,AUTOMOBILE PARKING LOTS AND GARAGES,7/11/2014,28
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PPA PHILADELPHIA AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,7/11/2014,77
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SHERATON HOTELS COMMANDER,LODGING,7/11/2014,1185.68
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SHERATON HOTELS COMMANDER,LODGING,7/11/2014,1185.68
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SMART PARK INC,AUTOMOBILE PARKING LOTS AND GARAGES,7/11/2014,51.15
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SQ *DOGS ON THE FLY,MISC FOOD STORE-CONVENIENCE MRKT SPLTY VENDNG MACS,7/11/2014,9.14
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SQ *RANDALL RITCH,TRAVEL,7/11/2014,43.13
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7120714767000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,7/11/2014,278.54
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372365206175,AIRLINE,7/11/2014,27
2015,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STAPLS7120714767000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,7/11/2014,447.87
2015,1,DEPT OF EDUCATION,ADVISORY COUNCIL,VZWRLSS*APOCC VISB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,7/12/2014,24.67
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AIRBEV INC.,FAST FOOD RESTAURANTS,7/12/2014,17.81
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMES PLOW TAVERN,EATING PLACES RESTAURANTS,7/12/2014,14.4
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BEEHIVE,EATING PLACES RESTAURANTS,7/12/2014,40.24
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,KILVERT AND FORBES,EATING PLACES RESTAURANTS,7/12/2014,3.25
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MCDONALD'S F23115,FAST FOOD RESTAURANTS,7/12/2014,7.37
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PPA PHILADELPHIA AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,7/12/2014,100
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9566694952322,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,7/12/2014,28.98
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9566698552202,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,7/12/2014,28.98
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/12/2014,3.16
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,75 ON LIBERTY WHAR,EATING PLACES RESTAURANTS,7/13/2014,28.2
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,75 ON LIBERTY WHAR,EATING PLACES RESTAURANTS,7/13/2014,41.2
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,75 ON LIBERTY WHAR,EATING PLACES RESTAURANTS,7/13/2014,41.2
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FHM CHEERS,EATING PLACES RESTAURANTS,7/13/2014,19.74
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FHM CHEERS,EATING PLACES RESTAURANTS,7/13/2014,19.9
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FHM CHEERS,EATING PLACES RESTAURANTS,7/13/2014,19.9
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,JETBLUE 2792115033932,AIRLINE,7/13/2014,111
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372365387844,AIRLINE,7/13/2014,25
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372365414268,AIRLINE,7/13/2014,75
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/13/2014,10
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/13/2014,6.21
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/13/2014,6.74
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LEGAL HARBORSIDE,EATING PLACES RESTAURANTS,7/14/2014,19.56
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LEGAL HARBORSIDE,EATING PLACES RESTAURANTS,7/14/2014,32.71
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LEGAL HARBORSIDE,EATING PLACES RESTAURANTS,7/14/2014,32.76
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PIATTINI - MA,EATING PLACES RESTAURANTS,7/14/2014,14.45
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PIATTINI - MA,EATING PLACES RESTAURANTS,7/14/2014,18.06
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PIATTINI - MA,EATING PLACES RESTAURANTS,7/14/2014,19.53
2015,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,PERKINS GARAGE PAYONFO,AUTOMOBILE PARKING LOTS AND GARAGES,7/14/2014,10
2015,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,7/14/2014,16.5
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,COMPUTER NETWORK-INFORMATION SERVICES,7/15/2014,18.78
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,COMPUTER NETWORK-INFORMATION SERVICES,7/15/2014,3.08
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FAIRFIELD INN NEW HAVEN,LODGING,7/15/2014,108.1
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HARRISON BROS SUPPLY,HARDWARE EQUIPMENT AND SUPPLIES,7/15/2014,1036.8
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HARRISON BROS SUPPLY,HARDWARE EQUIPMENT AND SUPPLIES,7/15/2014,80.85
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MIJA CANTINA AND TEQUILA BAR,EATING PLACES RESTAURANTS,7/15/2014,16.51
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MIJA CANTINA AND TEQUILA BAR,EATING PLACES RESTAURANTS,7/15/2014,21.19
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MIJA CANTINA AND TEQUILA BAR,EATING PLACES RESTAURANTS,7/15/2014,21.59
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NATIONAL ACADEMY SCIENCES,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,7/15/2014,121.09
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NATIONAL ACADEMY SCIENCES,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,7/15/2014,3246.75
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SHEEO,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,7/15/2014,575
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372365755009,AIRLINE,7/15/2014,463.5
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/15/2014,12.63
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/15/2014,3.16
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/15/2014,5.56
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/15/2014,8.03
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/15/2014,8.56
2015,1,DEPT OF EDUCATION,TRANSPORTATION,HCGI,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,7/15/2014,642
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,2CO.COM*DIRWIZ,DIRECT MARKETING-CATALOG MERCHANTS,7/16/2014,750
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ACTFL,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,7/16/2014,2394
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ACTFL,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,7/16/2014,59.43
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 1970720067027,TRAVEL,7/16/2014,152
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LUCCA RESTAURANT,EATING PLACES RESTAURANTS,7/16/2014,38
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LUCCA RESTAURANT,EATING PLACES RESTAURANTS,7/16/2014,38.52
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LUCCA RESTAURANT,EATING PLACES RESTAURANTS,7/16/2014,48.16
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7120920725000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,7/16/2014,243.26
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/16/2014,6.21
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/16/2014,6.74
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/16/2014,7.01
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,YANKEE LOBSTER,EATING PLACES RESTAURANTS,7/16/2014,12.05
2015,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,NATIONAL ASSOCIATION OF C,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,7/16/2014,2500
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 1980706086263,TRAVEL,7/17/2014,117
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BALTIMORE FAST PARK AND RE,AUTOMOBILE PARKING LOTS AND GARAGES,7/17/2014,54
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BENCHMARK EDUCATION CO,BOOKS PERIODICALS AND NEWSPAPERS,7/17/2014,21.28
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BENCHMARK EDUCATION CO,BOOKS PERIODICALS AND NEWSPAPERS,7/17/2014,266
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CAPRIOTTI'S SANDWI,FAST FOOD RESTAURANTS,7/17/2014,772.4
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,COSI-SW,FAST FOOD RESTAURANTS,7/17/2014,10.47
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DEL FRISCOS #8635,EATING PLACES RESTAURANTS,7/17/2014,26.88
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FOX RENT A CAR LAS VEGAS,CAR RENTAL,7/17/2014,260.09
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LOBSTER BOAT,EATING PLACES RESTAURANTS,7/17/2014,15.56
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SALADWORKS DOVER,EATING PLACES RESTAURANTS,7/17/2014,259.7
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,THE TIMES,EATING PLACES RESTAURANTS,7/17/2014,13.97
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/17/2014,7.01
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,7/17/2014,9.9
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON WATERFRONT,LODGING,7/17/2014,1034.64
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON WATERFRONT,LODGING,7/17/2014,1293.3
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON WATERFRONT,LODGING,7/17/2014,1293.3
2015,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,NEW READERS PRESS,DIRECT MARKETING-CATALOG MERCHANTS,7/17/2014,1051.4
2015,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,NEW READERS PRESS,DIRECT MARKETING-CATALOG MERCHANTS,7/17/2014,99.85
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AC MOORE STR 18,GLASS PAINT WALLPAPER STORES,7/18/2014,28.61
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CROWN LFT TRKS #751,COMMERCIAL EQUIPMENT NOT ELSEWHERE CLASSIFIED,7/18/2014,898
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WW GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,7/18/2014,13.18
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WW GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,7/18/2014,570.5
2015,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,OFFICEMAX CT*IN#108515,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,7/18/2014,787.8
2015,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,OFFICEMAX CT*IN#140751,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,7/18/2014,60.3
2015,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SCHOOL HEALTH CORP,MISCELLANEOUS AND SPECIALTY RETAIL STORES,7/18/2014,2816.7
2015,1,DEPT OF EDUCATION,TRANSPORTATION,SOUTHWES 5262432195204,AIRLINE,7/18/2014,259
2015,1,DEPT OF EDUCATION,TRANSPORTATION,SOUTHWES 5262432272059,AIRLINE,7/18/2014,251
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 2010735035682,TRAVEL,7/20/2014,147
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CTC*CONSTANTCONTACT.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,7/20/2014,105
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,7/20/2014,21.12
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,7/21/2014,49.49
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK NRTHEAST CAFE Q12,FAST FOOD RESTAURANTS,7/21/2014,4.5
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,COSI - 677,FAST FOOD RESTAURANTS,7/21/2014,9.11
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FOX RENT A CAR LAS VEGAS,CAR RENTAL,7/21/2014,-260.09
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GOLDEN BULL GRAND CAFE,EATING PLACES RESTAURANTS,7/21/2014,18.32
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GRAND CAB,TRAVEL,7/21/2014,16.14
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GRAND CAB,TRAVEL,7/21/2014,19.05
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LE PAIN QUOTIDIEN,FAST FOOD RESTAURANTS,7/21/2014,18.1
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,7/21/2014,19.95
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,7/21/2014,35.64
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MEDATERRA,EATING PLACES RESTAURANTS,7/21/2014,25.85
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PRET MANAGER 42,FAST FOOD RESTAURANTS,7/21/2014,7.68
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372366428844,AIRLINE,7/21/2014,948.7
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WPA TRAIN STATION,AUTOMOBILE PARKING LOTS AND GARAGES,7/21/2014,12
2015,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,COLONIAL PARKING #646,AUTOMOBILE PARKING LOTS AND GARAGES,7/21/2014,20
2015,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MARRIOTT 337W0 F AND B,LODGING,7/21/2014,14.85
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AI 0017437538325,AIRLINE,7/22/2014,1081.7
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK 2038270018086,TRAVEL,7/22/2014,35
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FUNSHINE EXPRESS INC,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,7/22/2014,30
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LAZ PARKING 660301,AUTOMOBILE PARKING LOTS AND GARAGES,7/22/2014,32
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,7/22/2014,11
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,7/22/2014,20.9
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,7/22/2014,24.95
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,7/22/2014,24.96
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,7/22/2014,3.3
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MOBY DICK HOUSE OF KABOB,FAST FOOD RESTAURANTS,7/22/2014,17.84
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NCS*GED TESTING MH,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,7/22/2014,200
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NCS*GED TESTING MH,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,7/22/2014,375
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAXI MAGIC,TRAVEL,7/22/2014,18
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TRAVEL TRADERS 0206,GIFT CARD NOVELTY AND SOUVENIR SHOPS,7/22/2014,7.38
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UNITED 0167437568838,AIRLINE,7/22/2014,779.2
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WALMART.COM 8009666546,DISCOUNT STORES,7/22/2014,536.4
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTAT CAFE 40040693,FAST FOOD RESTAURANTS,7/22/2014,6.74
2015,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,PENSKE TRK LSG 044610,CAR RENTAL,7/22/2014,233.35
2015,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,PERKINS GARAGE CASHIER,AUTOMOBILE PARKING LOTS AND GARAGES,7/22/2014,6
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,7/23/2014,1.03
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,7/23/2014,6.26
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BISTRO BISTRO,EATING PLACES RESTAURANTS,7/23/2014,35.09
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EXPEDIA*EXPEDIA.COM,TRAVEL,7/23/2014,7
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EXPEDIA*EXPEDIA.COM,TRAVEL,7/23/2014,7
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON TDL RESTAURANT,EATING PLACES RESTAURANTS,7/23/2014,35
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,JSTANFIELD8058971185,DIRECT MARKETING-CATALOG MERCHANTS,7/23/2014,48.86
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,JSTANFIELD8058971185,DIRECT MARKETING-CATALOG MERCHANTS,7/23/2014,698
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,KRAMERBOOKSAFTERWOR,EATING PLACES RESTAURANTS,7/23/2014,26.33
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,7/23/2014,19
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,7/23/2014,19.14
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,7/23/2014,20.6
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,7/23/2014,24.32
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,OPEN CITY,EATING PLACES RESTAURANTS,7/23/2014,21.6
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,OPEN CITY,EATING PLACES RESTAURANTS,7/23/2014,23.3
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PF CHANGS #9848,EATING PLACES RESTAURANTS,7/23/2014,25.52
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PF CHANGS #9848,EATING PLACES RESTAURANTS,7/23/2014,32.05
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,RESIDENCE INNS GAITHRSBRG,LODGING,7/23/2014,331.2
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7121300236000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,7/23/2014,610.84
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAXI TAXI,TRAVEL,7/23/2014,23.75
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAXICHARG WASHINGTONDC,TRAVEL,7/23/2014,11.9
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTAT CAFE 40040693,FAST FOOD RESTAURANTS,7/23/2014,9.31
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ACADEMY - CDR,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,7/24/2014,60
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,7/24/2014,79.86
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,7/24/2014,8.94
2015,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BARNES AND NOBLE*COM,BOOKS PERIODICALS AND NEWSPAPERS,7/24/2014,415.76
