label	message	length	punct
ham	I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him	151	4
ham	Where u been hiding stranger?	29	1
ham	Am not interested to do like that.	34	1
ham	My sister cleared two round in birla soft yesterday.	52	1
ham	Gudnite....tc...practice going on	33	7
ham	Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.	85	4
ham	One small prestige problem now.	31	1
spam	Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X	111	8
ham	Just checking in on you. Really do miss seeing Jeremiah. Do have a great month	78	2
ham	Nah can't help you there, I've never had an iphone	50	3
ham	If you're not in my car in an hour and a half I'm going apeshit	63	2
ham	TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD	148	7
ham	Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed	129	1
ham	&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.	45	7
ham	Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.	202	7
spam	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16	150	3
spam	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL	148	9
ham	I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.	168	10
ham	Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted	85	5
ham	Ha ha cool cool chikku chikku:-):-DB-)	38	7
ham	Oh ok no prob..	15	2
ham	Check audrey's status right now	31	1
ham	Busy here. Trying to finish for new year. I am looking forward to finally meeting you...	88	5
ham	Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always	160	8
ham	Well i know Z will take care of me. So no worries.	50	2
spam	Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=	165	11
spam	Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546	129	6
ham	Wat uniform? In where get?	26	2
ham	Cool, text me when you're ready	31	2
ham	Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...	129	9
ham	I will spoil you in bed as well :)	34	2
ham	I'm going for bath will msg you next  &lt;#&gt;  min..	54	8
ham	I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay	162	1
spam	Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994	157	3
ham	Can you say what happen	23	0
ham	You could have seen me..i did't recognise you Face.:)	53	6
ham	Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going	131	3
ham	Keep my payasam there if rinu brings	36	0
ham	I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..	143	5
ham	I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.	300	14
ham	Yeah sure, give me a couple minutes to track down my wallet	59	1
ham	Hey leave it. not a big deal:-) take care.	42	5
ham	Hey i will be late ah... Meet you at 945+	41	4
spam	Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX	149	4
ham	It took Mr owl 3 licks	22	0
ham	Customer place i will call you.	31	1
ham	Mm that time you dont like fun	30	0
spam	4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt	155	4
ham	Yup having my lunch buffet now.. U eat already?	47	3
ham	Huh so late... Fr dinner?	25	4
ham	Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 	80	2
ham	Morning only i can ok.	22	1
ham	Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down	115	2
ham	Pick you up bout 7.30ish? What time are  and that going?	56	3
ham	From here after The performance award is calculated every two month.not for current one month period..	102	3
ham	Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.	118	4
ham	You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.	221	6
ham	Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.	204	11
ham	Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..	114	11
spam	FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop	156	3
ham	Dear how is chechi. Did you talk to her	39	1
ham	The hair cream has not been shipped.	36	1
ham	None of that's happening til you get here though	48	1
ham	Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour	77	6
ham	Haha get used to driving to usf man, I know a lot of stoners	60	1
ham	All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?	168	6
ham	Hello! Good week? Fancy a drink or something later?	51	3
ham	Headin towards busetop	22	0
ham	Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com	152	9
ham	Come by our room at some point so we can iron out the plan for this weekend	75	0
ham	Cos i want it to be your thing	30	0
ham	Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... 	95	12
ham	Bring home some Wendy =D	24	1
spam	100 dating service cal;l 09064012103 box334sk38ch	49	1
ham	Whatsup there. Dont u want to sleep	35	1
ham	Alright i have a new goal now	29	0
spam	FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk	106	5
ham	Alright, I'll head out in a few minutes, text me where to meet you	66	3
spam	Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p	159	3
ham	Yes:)from last week itself i'm taking live call.	48	4
spam	Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p	162	2
ham	Siva is in hostel aha:-.	24	3
spam	URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only	136	4
ham	Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..	248	30
ham	Ok. She'll be ok. I guess	25	3
ham	aathi..where are you dear..	27	4
ham	Any pain on urination any thing else?	37	1
ham	7 at esplanade.. Do ü mind giving me a lift cos i got no car today..	68	4
ham	I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob	150	17
ham	At home watching tv lor.	24	1
ham	Does she usually take fifteen fucking minutes to respond to a yes or no question	80	0
spam	Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX	157	2
ham	Booked ticket for pongal?	25	1
ham	You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th	73	9
ham	The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?	89	17
ham	Ask g or iouri, I've told the story like ten times already	58	2
ham	How long does applebees fucking take	36	0
ham	Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.	76	3
ham	But i have to. I like to have love and arrange.	47	2
ham	Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.	104	8
ham	You were supposed to wake ME up &gt;:(	38	4
ham	Oic... I saw him too but i tot he din c me... I found a group liao...	69	9
ham	Sorry, I'll call later	22	2
ham	HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX	119	4
ham	Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?	94	6
ham	Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. 	70	6
ham	I wont get concentration dear you know you are my mind and everything :-)	73	3
ham	LOL ... Have you made plans for new years?	42	4
ham	10 min later k...	17	3
ham	hanks lotsly!	13	1
ham	Thanks for this hope you had a good day today	45	0
ham	K:)k:)what are detail you want to transfer?acc no enough?	57	6
ham	Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.	105	2
spam	Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'	162	9
ham	Si si. I think ill go make those oreo truffles.	47	2
ham	LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.	115	3
ham	I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl	158	3
ham	1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya	79	6
ham	Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.	142	3
ham	Where did u go? My phone is gonna die you have to stay in here	62	1
ham	Great. Never been better. Each day gives even more reasons to thank God	71	2
spam	UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available	175	8
ham	Sorry, I'll call later ok bye	29	2
ham	Ok i am on the way to railway	29	0
ham	great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)	148	11
ham	They don't put that stuff on the roads to keep it from getting slippery over there?	83	2
ham	When are you going to ride your bike?	37	1
ham	Yup, no need. I'll jus wait 4 e rain 2 stop.	44	4
ham	There are many company. Tell me the language.	45	2
spam	okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm	161	5
ham	How long has it been since you screamed, princess?	50	2
ham	Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...	298	18
