Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE
975,MM,244,1,1.86,2.09,0,0,0,0,0.251966,2.09,1.86,0.23,No,0,0,0.23,1
976,MM,246,1,1.86,2.09,0,0,0,0,0.201573,2.09,1.86,0.23,No,0,0,0.23,1
977,MM,275,1,1.96,2.13,0,0.74,0,1,0.161258,1.39,1.96,-0.57,No,0.347418,0,0.17,1
978,MM,276,1,1.99,2.13,0,0,0,1,0.129007,2.13,1.99,0.14,No,0,0,0.14,1
979,MM,277,1,1.99,2.13,0.24,0,0,0,0.103205,2.13,1.75,0.38,No,0,0.120603,0.14,1
980,MM,278,1,1.99,2.13,0.24,0,0,0,0.082564,2.13,1.75,0.38,No,0,0.120603,0.14,1
981,CH,233,7,1.75,1.99,0,0.4,1,0,0.4,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
982,CH,254,7,1.86,2.18,0,0,0,0,0.52,2.18,1.86,0.32,Yes,0,0,0.32,0
983,MM,262,1,1.76,1.99,0,0.4,0,1,0.616,1.59,1.76,-0.17,No,0.201005,0,0.23,1
984,CH,264,7,1.86,2.13,0.37,0,1,0,0.4928,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
985,CH,265,7,1.86,2.13,0.37,0,1,0,0.59424,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
986,CH,269,7,1.86,2.13,0.27,0,1,0,0.675392,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
987,MM,274,1,1.96,2.13,0,0.74,0,1,0.740314,1.39,1.96,-0.57,No,0.347418,0,0.17,1
988,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.592251,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
989,CH,269,3,1.99,2.09,0.1,0,0,0,0.5,2.09,1.89,0.2,No,0,0.050251,0.1,3
990,MM,271,3,1.99,2.09,0.1,0.4,1,0,0.6,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
991,MM,253,7,1.86,2.09,0.1,0,0,0,0.5,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
992,MM,275,2,1.96,2.18,0,0.8,0,1,0.4,1.38,1.96,-0.58,No,0.366972,0,0.22,2
993,MM,229,7,1.69,1.69,0,0.2,0,1,0.5,1.49,1.69,-0.2,Yes,0.118343,0,0,0
994,MM,239,4,1.79,2.23,0,0,0,0,0.4,2.23,1.79,0.44,No,0,0,0.44,4
995,MM,243,4,1.99,2.23,0,0,0,0,0.32,2.23,1.99,0.24,No,0,0,0.24,4
996,MM,258,7,1.86,2.18,0,0,0,0,0.256,2.18,1.86,0.32,Yes,0,0,0.32,0
997,CH,229,7,1.69,1.69,0,0.2,0,1,0.6,1.49,1.69,-0.2,Yes,0.118343,0,0,0
998,MM,231,7,1.69,1.99,0,0,0,0,0.68,1.99,1.69,0.3,Yes,0,0,0.3,0
999,CH,254,7,1.86,2.18,0,0,0,0,0.544,2.18,1.86,0.32,Yes,0,0,0.32,0
1000,MM,275,7,1.99,2.13,0,0.54,1,0,0.6352,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
1001,MM,228,2,1.69,1.69,0,0,0,0,0.4,1.69,1.69,0,No,0,0,0,2
1002,MM,263,2,1.86,2.18,0,0,0,1,0.32,2.18,1.86,0.32,No,0,0,0.32,2
1003,MM,227,3,1.79,1.79,0,0,0,1,0.16384,1.79,1.79,0,No,0,0,0,3
1004,MM,235,3,1.79,2.09,0,0,0,0,0.131072,2.09,1.79,0.3,No,0,0,0.3,3
1005,MM,238,3,1.79,2.09,0,0,0,0,0.104858,2.09,1.79,0.3,No,0,0,0.3,3
1006,MM,260,3,1.99,2.09,0,0,0,0,0.083886,2.09,1.99,0.1,No,0,0,0.1,3
1007,CH,272,3,1.99,2.09,0,0.4,0,0,0.067109,1.69,1.99,-0.3,No,0.191388,0,0.1,3
1008,MM,272,3,1.99,2.09,0,0.4,0,0,0.253687,1.69,1.99,-0.3,No,0.191388,0,0.1,3
1009,CH,229,7,1.69,1.69,0,0.2,0,1,0.4,1.49,1.69,-0.2,Yes,0.118343,0,0,0
1010,CH,230,7,1.69,1.99,0,0,0,1,0.5648,1.99,1.69,0.3,Yes,0,0,0.3,0
1011,CH,231,7,1.69,1.99,0,0,0,0,0.65184,1.99,1.69,0.3,Yes,0,0,0.3,0
1012,CH,232,7,1.69,1.99,0,0.4,1,1,0.721472,1.59,1.69,-0.1,Yes,0.201005,0,0.3,0
1013,CH,233,7,1.75,1.99,0,0.4,1,0,0.777178,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1014,CH,233,7,1.75,1.99,0,0.4,1,0,0.821742,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1015,CH,234,1,1.69,1.99,0,0,0,0,0.857394,1.99,1.69,0.3,No,0,0,0.3,1
1016,CH,235,7,1.75,1.99,0,0.4,0,0,0.885915,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1017,CH,236,7,1.75,1.99,0,0.4,0,0,0.908732,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1018,CH,237,7,1.75,1.99,0,0.4,0,0,0.926986,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1019,CH,240,7,1.86,2.09,0,0,0,0,0.941588,2.09,1.86,0.23,Yes,0,0,0.23,0
1020,MM,240,7,1.86,2.09,0,0,0,0,0.953271,2.09,1.86,0.23,Yes,0,0,0.23,0
1021,MM,244,7,1.86,2.09,0,0.2,0,0,0.762617,1.89,1.86,0.03,Yes,0.095694,0,0.23,0
1022,CH,252,2,1.89,2.09,0.13,0,0,0,0.610093,2.09,1.76,0.33,No,0,0.068783,0.2,2
1023,MM,254,4,1.99,2.29,0,0,1,0,0.688075,2.29,1.99,0.3,No,0,0,0.3,4
1024,CH,256,2,1.89,2.18,0.13,0,0,0,0.55046,2.18,1.76,0.42,No,0,0.068783,0.29,2
1025,CH,258,4,1.99,2.29,0,0,0,0,0.640368,2.29,1.99,0.3,No,0,0,0.3,4
1026,CH,260,7,1.86,2.13,0,0.24,0,0,0.712294,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
1027,CH,260,7,1.86,2.13,0,0.24,0,0,0.769835,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
1028,CH,260,1,1.76,1.99,0,0.2,0,0,0.815868,1.79,1.76,0.03,No,0.100503,0,0.23,1
1029,CH,263,7,1.86,2.13,0.27,0,0,0,0.852695,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
1030,CH,265,7,1.86,2.13,0.37,0,1,0,0.882156,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
1031,CH,265,7,1.86,2.13,0.37,0,1,0,0.905725,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
1032,CH,269,4,1.99,2.09,0.1,0,0,0,0.92458,2.09,1.89,0.2,No,0,0.050251,0.1,4
1033,CH,270,7,1.86,2.13,0.27,0,1,0,0.939664,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
1034,CH,272,4,1.99,2.09,0,0.4,0,0,0.951731,1.69,1.99,-0.3,No,0.191388,0,0.1,4
1035,CH,277,7,1.99,2.13,0.5,0,0,1,0.961385,2.13,1.49,0.64,Yes,0,0.251256,0.14,0
1036,MM,228,1,1.69,1.69,0,0,0,0,0.5,1.69,1.69,0,No,0,0,0,1
1037,MM,228,1,1.69,1.69,0,0,0,0,0.4,1.69,1.69,0,No,0,0,0,1
1038,MM,233,1,1.69,1.99,0,0,0,0,0.5,1.99,1.69,0.3,No,0,0,0.3,1
1039,MM,235,1,1.69,1.99,0,0,0,0,0.4,1.99,1.69,0.3,No,0,0,0.3,1
1040,CH,237,7,1.75,1.99,0,0.4,0,0,0.32,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1041,CH,238,1,1.75,1.99,0,0,0,0,0.456,1.99,1.75,0.24,No,0,0,0.24,1
1042,CH,238,1,1.75,1.99,0,0,0,0,0.5648,1.99,1.75,0.24,No,0,0,0.24,1
1043,CH,239,1,1.75,1.99,0,0.3,0,1,0.65184,1.69,1.75,-0.06,No,0.150754,0,0.24,1
1044,CH,240,1,1.75,1.99,0,0.3,0,1,0.721472,1.69,1.75,-0.06,No,0.150754,0,0.24,1
1045,CH,241,1,1.86,1.99,0,0.3,0,1,0.777178,1.69,1.86,-0.17,No,0.150754,0,0.13,1
1046,CH,252,1,1.76,2.09,0,0,0,0,0.821742,2.09,1.76,0.33,No,0,0,0.33,1
1047,CH,253,1,1.76,2.09,0,0,0,0,0.857394,2.09,1.76,0.33,No,0,0,0.33,1
1048,CH,255,1,1.76,2.18,0,0,0,0,0.885915,2.18,1.76,0.42,No,0,0,0.42,1
1049,CH,256,1,1.76,2.18,0,0,0,0,0.908732,2.18,1.76,0.42,No,0,0,0.42,1
1050,MM,228,7,1.69,1.69,0,0,0,0,0.744,1.69,1.69,0,Yes,0,0,0,0
1051,CH,230,7,1.69,1.99,0,0,0,1,0.5952,1.99,1.69,0.3,Yes,0,0,0.3,0
1052,CH,231,7,1.69,1.99,0,0,0,0,0.67616,1.99,1.69,0.3,Yes,0,0,0.3,0
1053,CH,237,7,1.75,1.99,0,0.4,0,0,0.740928,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1054,CH,238,7,1.75,1.99,0,0.4,0,0,0.792742,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1055,CH,243,2,1.86,2.09,0,0,0,1,0.834194,2.09,1.86,0.23,No,0,0,0.23,2
1056,MM,227,1,1.69,1.69,0,0,0,0,0.32,1.69,1.69,0,No,0,0,0,1
1057,CH,228,7,1.69,1.69,0,0,0,0,0.256,1.69,1.69,0,Yes,0,0,0,0
1058,CH,232,1,1.69,1.99,0,0,1,0,0.4048,1.99,1.69,0.3,No,0,0,0.3,1
1059,CH,233,7,1.75,1.99,0,0.4,1,0,0.52384,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
1060,CH,235,1,1.69,1.99,0,0,0,0,0.619072,1.99,1.69,0.3,No,0,0,0.3,1
1061,MM,236,1,1.75,1.99,0,0,0,0,0.695258,1.99,1.75,0.24,No,0,0,0.24,1
1062,MM,242,1,1.86,1.99,0,0.3,0,1,0.556206,1.69,1.86,-0.17,No,0.150754,0,0.13,1
1063,MM,245,7,1.86,2.09,0,0.2,0,0,0.444965,1.89,1.86,0.03,Yes,0.095694,0,0.23,0
1064,CH,251,1,1.76,2.09,0,0,0,0,0.355972,2.09,1.76,0.33,No,0,0,0.33,1
1065,CH,251,7,1.86,2.09,0.1,0,0,0,0.484778,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
1066,CH,252,7,1.86,2.09,0.1,0,0,0,0.587822,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
1067,CH,256,7,1.86,2.18,0,0,0,0,0.670258,2.18,1.86,0.32,Yes,0,0,0.32,0
1068,MM,257,7,1.86,2.18,0,0,0,0,0.736206,2.18,1.86,0.32,Yes,0,0,0.32,0
1069,CH,261,7,1.86,2.13,0,0.24,0,0,0.588965,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
1070,CH,270,1,1.86,2.18,0,0,0,0,0.671172,2.18,1.86,0.32,No,0,0,0.32,1
